 	cell_id	cell_coord_x	cell_coord_y	area	mean_ch2	std_ch2	min_ch2	max_ch2	bg_coord_ch2_x	bg_coord_ch2_y	bg_area_ch2	bg_mean_ch2	bg_std_ch2	bg_min_ch2	bg_max_ch2	area_h3	mean_ch3	std_ch3	min_ch3	max_ch3	bg_coord_ch3_x	bg_coord_ch3_y	bg_area_ch3	bg_mean_ch3	bg_std_ch3	bg_min_ch3	bg_max_ch3	Error	Comment
24	1772-066-263_B12	229	196	1121.552	1678.036	436.060	943	2562	179	246	1121.552	960.320	20.958	900	1031	1121.552	10.726	4.148	0	25	179	246	1121.552	9.897	4.262	0	26	3-OutOfFocus	No comment
25	1772-066-263_C01	271	189	1121.552	3694.162	360.683	2280	3882	221	239	1121.552	3041.288	354.213	1573	3882	1121.552	11.021	4.119	0	25	221	239	1121.552	10.700	4.175	0	24	3-OutOfFocus	No comment
26	1772-066-263_C02	235	189	1121.552	2710.700	587.394	1331	3882	185	239	1121.552	2622.874	52.277	2456	3037	1121.552	10.605	4.251	0	27	185	239	1121.552	10.571	4.135	0	25	3-OutOfFocus	No comment
27	1772-066-263_C03	250	250	1121.552	1085.973	24.953	1006	1152	200	300	1121.552	1050.852	31.398	953	1154	1121.552	10.372	4.349	0	29	200	300	1121.552	10.014	4.031	0	21	3-OutOfFocus	No comment
28	1772-066-263_C04	261	190	1121.552	2364.856	936.438	920	3882	211	240	1121.552	953.454	37.277	825	1039	1121.552	10.662	4.204	0	24	211	240	1121.552	10.170	4.093	0	23	3-OutOfFocus	No comment
29	1772-066-263_C05	229	191	1121.552	2457.457	1177.010	898	3882	179	241	1121.552	962.381	22.571	896	1043	1121.552	10.545	4.363	0	25	179	241	1121.552	10.767	4.207	0	24	3-OutOfFocus	No comment
30	1772-066-263_C06	265	197	1121.552	2018.733	1255.301	770	3882	215	247	1121.552	960.337	57.248	712	1076	1121.552	12.053	5.533	0	38	215	247	1121.552	10.499	4.264	0	23	4-MultipleCells	2
31	1772-066-263_C07	242	189	1121.552	2180.930	1243.143	799	3882	192	239	1121.552	960.744	20.446	895	1072	1121.552	10.288	4.458	0	29	192	239	1121.552	10.126	4.266	0	24	0-No Error	No comment
32	1772-066-263_C08	270	192	1121.552	1622.190	984.215	779	3882	220	242	1121.552	976.612	51.627	768	1107	1121.552	16.378	16.736	0	121	220	242	1121.552	10.398	4.181	0	23	0-No Error	No comment
33	1772-066-263_C09	250	250	1121.552	2355.117	846.781	934	3882	200	300	1121.552	2217.103	391.936	1118	3531	1121.552	10.025	4.079	0	21	200	300	1121.552	10.693	4.085	0	24	0-No Error	No comment
34	1772-066-263_C10	233	196	1121.552	1322.855	731.118	716	3779	183	246	1121.552	965.856	21.740	884	1047	1121.552	10.730	4.390	0	28	183	246	1121.552	10.620	4.137	0	24	0-No Error	No comment
35	1772-066-263_C11	268	201	1121.552	1492.830	934.387	723	3882	218	251	1121.552	962.587	39.755	775	1041	1121.552	10.441	4.308	0	24	218	251	1121.552	9.947	4.163	0	21	4-MultipleCells	2
36	1772-066-263_C12	237	196	1121.552	1891.718	1141.175	795	3882	187	246	1121.552	971.066	21.452	905	1049	1121.552	11.105	4.293	0	24	187	246	1121.552	10.277	4.239	0	22	4-MultipleCells	Maybe
37	1772-066-263_D01	276	191	1121.552	1772.722	1160.562	705	3882	226	241	1121.552	900.514	52.713	687	1036	1121.552	10.377	4.107	0	23	226	241	1121.552	9.940	4.128	0	24	4-MultipleCells	Maybe
38	1772-066-263_D02	246	194	1121.552	3756.134	426.027	1285	3882	196	244	1121.552	903.334	20.443	833	973	1121.552	9.890	4.045	0	22	196	244	1121.552	9.743	4.159	0	21	3-OutOfFocus	No comment
39	1772-066-263_D03	275	189	1121.552	2155.110	1281.622	747	3882	225	239	1121.552	951.045	56.387	717	1060	1121.552	10.081	4.235	0	23	225	239	1121.552	10.124	4.071	0	21	0-No Error	No comment
40	1772-066-263_D04	269	200	1121.552	1755.105	1069.865	715	3882	219	250	1121.552	945.631	57.785	712	1074	1121.552	9.658	4.266	0	23	219	250	1121.552	10.154	4.230	0	25	4-MultipleCells	2
41	1772-066-263_D05	238	202	1121.552	1601.137	397.362	892	2481	188	252	1121.552	941.573	21.268	846	1063	1121.552	9.728	4.331	0	24	188	252	1121.552	10.057	4.323	0	23	3-OutOfFocus	No comment
42	1772-066-263_D06	268	197	1121.552	1485.809	1020.481	688	3882	218	247	1121.552	894.507	50.194	694	996	1121.552	9.615	4.221	0	24	218	247	1121.552	8.978	4.306	0	23	0-No Error	No comment
43	1772-066-263_D07	244	190	1121.552	2154.193	1309.557	714	3882	194	240	1121.552	896.335	20.765	800	961	1121.552	10.277	4.174	0	24	194	240	1121.552	9.575	4.004	0	20	0-No Error	No comment
44	1772-066-263_D08	278	195	1121.552	1694.975	1153.726	669	3882	228	245	1121.552	891.036	53.080	670	1008	1121.552	10.128	4.336	0	23	228	245	1121.552	9.444	4.159	0	25	0-No Error	No comment
45	1772-066-263_D09	246	191	1121.552	1815.251	1234.373	698	3882	196	241	1121.552	894.630	20.726	843	947	1121.552	9.666	4.223	0	24	196	241	1121.552	9.464	4.084	0	22	0-No Error	No comment
46	1772-066-263_D10	241	200	1121.552	1247.323	765.991	638	3882	191	250	1121.552	895.365	21.166	843	1010	1121.552	9.385	4.207	0	22	191	250	1121.552	9.728	4.202	0	25	0-No Error	No comment
47	1772-066-263_D11	272	196	1121.552	2152.577	1272.087	790	3882	222	246	1121.552	893.820	53.560	676	998	1121.552	258.235	542.482	1	2646	222	246	1121.552	9.369	3.940	0	21	0-No Error	No comment
48	1772-066-263_D12	244	196	1121.552	1350.392	856.202	662	3882	194	246	1121.552	897.825	19.824	846	954	1121.552	9.892	4.423	0	26	194	246	1121.552	9.714	4.065	0	22	0-No Error	No comment
49	1772-066-263_E01	281	165	1121.552	2694.292	1281.513	907	3882	231	215	1121.552	882.855	53.448	661	1019	1121.552	11.450	6.778	0	96	231	215	1121.552	9.240	4.117	0	21	2-Debris	No comment
50	1772-066-263_E02	252	147	1121.552	1781.455	1125.711	678	3882	202	197	1121.552	871.941	19.828	809	952	1121.552	9.552	4.318	0	25	202	197	1121.552	9.180	4.156	0	24	0-No Error	No comment
51	1772-066-263_E03	250	250	1121.552	2786.288	1264.812	821	3882	200	300	1121.552	870.743	52.218	664	988	1121.552	8.973	4.211	0	21	200	300	1121.552	9.302	4.084	0	22	4-MultipleCells	2
52	1772-066-263_E04	273	156	1121.552	985.468	291.074	657	2232	223	206	1121.552	866.469	49.880	652	982	1121.552	9.263	4.122	0	23	223	206	1121.552	8.603	4.196	0	25	0-No Error	No comment
53	1772-066-263_E05	242	155	1121.552	1666.323	1121.039	659	3882	192	205	1121.552	873.503	19.451	816	936	1121.552	9.552	4.315	0	23	192	205	1121.552	9.897	4.324	0	25	0-No Error	No comment
54	1772-066-263_E06	278	154	1121.552	1378.707	905.483	654	3882	228	204	1121.552	871.419	53.864	648	974	1121.552	9.334	3.939	0	23	228	204	1121.552	8.880	4.107	0	21	0-No Error	No comment
55	1772-066-263_E07	250	143	1121.552	2912.225	1238.876	871	3882	200	193	1121.552	871.669	20.242	759	925	1121.552	9.603	4.051	0	24	200	193	1121.552	9.433	4.111	0	21	4-MultipleCells	Maybe
56	1772-066-263_E08	281	149	1121.552	2277.927	1345.585	746	3882	231	199	1121.552	864.806	49.929	646	977	1121.552	10.369	4.333	0	24	231	199	1121.552	8.972	4.137	0	22	0-No Error	No comment
57	1772-066-263_E09	253	154	1121.552	2155.955	1317.111	714	3882	203	204	1121.552	872.556	20.459	808	930	1121.552	9.521	4.054	0	25	203	204	1121.552	9.617	4.059	0	24	0-No Error	No comment
58	1772-066-263_E10	246	158	1121.552	1390.909	915.915	676	3882	196	208	1121.552	868.292	20.518	797	925	1121.552	9.479	4.092	0	24	196	208	1121.552	9.985	4.136	0	22	0-No Error	No comment
59	1772-066-263_E11	276	152	1121.552	1109.761	474.603	594	2711	226	202	1121.552	862.754	51.517	633	996	1121.552	9.172	4.003	0	21	226	202	1121.552	8.881	4.107	0	19	0-No Error	No comment
60	1772-066-263_E12	250	250	1121.552	1496.652	880.377	735	3882	200	300	1121.552	861.608	50.617	663	972	1121.552	9.140	4.084	0	21	202	297	1121.552	9.300	4.284	0	21	0-No Error	No comment
61	1772-066-263_F01	282	156	1121.552	1573.966	1119.029	666	3882	232	206	1121.552	873.082	51.049	662	1030	1121.552	9.506	4.075	0	21	232	206	1121.552	9.066	4.140	0	23	0-No Error	No comment
62	1772-066-263_F02	255	151	1121.552	2123.094	1250.170	778	3882	205	201	1121.552	954.420	21.362	896	1023	1121.552	10.508	3.947	0	23	205	201	1121.552	9.855	4.075	0	22	0-No Error	No comment
63	1772-066-263_F03	285	156	1121.552	1720.923	1153.276	729	3882	235	206	1121.552	954.476	54.730	732	1082	1121.552	10.316	4.384	0	22	235	206	1121.552	10.031	4.036	0	24	0-No Error	No comment
64	1772-066-263_F04	281	157	1121.552	1498.708	993.109	714	3882	231	207	1121.552	953.063	56.344	709	1078	1121.552	9.479	4.354	0	24	231	207	1121.552	9.806	4.246	0	22	0-No Error	No comment
65	1772-066-263_F05	251	154	1121.552	1114.214	468.191	702	3089	201	204	1121.552	920.806	21.444	850	992	1121.552	9.912	4.294	0	24	201	204	1121.552	9.641	4.177	0	26	0-No Error	No comment
66	1772-066-263_F06	280	152	1121.552	1363.335	740.142	679	3512	230	202	1121.552	875.391	51.566	671	1001	1121.552	10.127	4.583	0	23	230	202	1121.552	9.285	4.010	0	21	0-No Error	No comment
67	1772-066-263_F07	261	153	1121.552	1740.182	1164.649	767	3882	211	203	1121.552	882.763	19.886	820	939	1121.552	11.047	4.862	0	28	211	203	1121.552	9.142	4.224	0	21	0-No Error	No comment
68	1772-066-263_F08	285	158	1121.552	2064.730	1256.177	703	3882	235	208	1121.552	868.655	47.734	662	998	1121.552	9.832	4.362	0	24	235	208	1121.552	9.110	4.238	0	23	0-No Error	No comment
69	1772-066-263_F09	261	150	1121.552	2066.496	1295.721	701	3882	211	200	1121.552	863.749	21.822	795	1010	1121.552	11.469	6.639	0	42	211	200	1121.552	8.930	4.021	0	22	0-No Error	No comment
70	1772-066-263_F10	252	154	1121.552	1165.211	543.618	652	2997	202	204	1121.552	878.267	19.718	803	936	1121.552	9.141	4.105	0	20	202	204	1121.552	9.349	4.325	0	24	0-No Error	No comment
71	1772-066-263_F11	283	156	1121.552	1872.500	1194.188	677	3882	233	206	1121.552	875.744	51.403	655	978	1121.552	9.117	4.237	0	23	233	206	1121.552	9.130	4.236	0	23	4-MultipleCells	2
72	1772-066-263_F12	248	158	1121.552	1353.567	663.658	717	3396	198	208	1121.552	977.655	20.925	905	1044	1121.552	10.721	4.597	0	26	198	208	1121.552	10.376	4.152	0	24	0-No Error	No comment
73	1772-066-263_G01	291	154	1121.552	2002.077	1246.765	654	3882	241	204	1121.552	858.109	51.161	651	968	1121.552	9.279	4.205	0	22	241	204	1121.552	9.152	4.304	0	22	4-MultipleCells	Maybe
74	1772-066-263_G02	258	157	1121.552	1777.268	1191.713	719	3882	208	207	1121.552	925.545	21.995	827	993	1121.552	10.043	4.223	0	26	208	207	1121.552	9.828	4.033	0	23	0-No Error	No comment
75	1772-066-263_G03	294	151	1121.552	1781.628	1089.464	754	3882	244	201	1121.552	919.444	55.653	682	1032	1121.552	10.409	4.423	0	25	244	201	1121.552	9.566	4.147	0	22	2-Debris	Leak
76	1772-066-263_G04	282	154	1121.552	1766.550	1208.759	666	3882	232	204	1121.552	860.271	48.693	620	975	1121.552	9.480	4.294	0	25	232	204	1121.552	9.145	3.982	0	22	4-MultipleCells	2
77	1772-066-263_G05	253	160	1121.552	1412.218	930.534	696	3882	203	210	1121.552	927.049	20.531	873	990	1121.552	9.687	4.413	0	27	203	210	1121.552	10.173	4.230	0	24	0-No Error	No comment
78	1772-066-263_G06	282	164	1121.552	1091.648	434.894	623	2721	232	214	1121.552	853.802	52.231	638	999	1121.552	9.053	4.102	0	21	232	214	1121.552	9.013	4.260	0	23	0-No Error	No comment
79	1772-066-263_G07	261	158	1121.552	2604.617	1272.108	744	3882	211	208	1121.552	864.881	22.456	710	929	1121.552	9.957	4.438	0	23	211	208	1121.552	8.661	4.048	0	24	0-No Error	No comment
80	1772-066-263_G08	294	159	1121.552	1995.225	1276.906	709	3882	244	209	1121.552	862.237	51.578	649	978	1121.552	9.943	4.426	0	21	244	209	1121.552	8.867	4.088	0	22	2-Debris	Leak ?
81	1772-066-263_G09	261	160	1121.552	2202.640	1234.085	886	3882	211	210	1121.552	982.852	21.576	912	1056	1121.552	14.323	6.460	0	47	211	210	1121.552	10.478	4.035	0	22	0-No Error	No comment
82	1772-066-263_G10	256	157	1121.552	1573.825	1118.847	654	3882	206	207	1121.552	874.270	19.461	802	935	1121.552	9.418	4.170	0	23	206	207	1121.552	9.198	4.170	0	22	0-No Error	No comment
83	1772-066-263_G11	288	175	1121.552	1811.230	1183.364	631	3882	238	225	1121.552	863.459	52.991	654	983	1121.552	9.564	4.405	0	23	238	225	1121.552	9.402	4.323	0	23	4-MultipleCells	Maybe
84	1772-066-263_G12	254	154	1121.552	1414.186	984.437	651	3882	204	204	1121.552	863.655	20.406	796	933	1121.552	8.911	4.277	0	21	204	204	1121.552	8.922	4.096	0	22	0-No Error	No comment
85	1772-066-263_H01	298	165	1121.552	2022.624	1170.612	793	3882	248	215	1121.552	992.218	58.767	759	1112	1121.552	12.265	4.968	0	28	248	215	1121.552	9.968	4.082	0	20	2-Debris	Leak ?
86	1772-066-263_H02	265	159	1121.552	1106.716	279.794	758	2240	215	209	1121.552	980.628	21.185	916	1054	1121.552	11.270	4.721	0	29	215	209	1121.552	10.120	3.890	0	23	0-No Error	No comment
87	1772-066-263_H03	250	250	1121.552	2406.554	1218.276	1000	3882	200	300	1121.552	978.341	53.421	761	1095	1121.552	10.943	4.496	0	28	200	300	1121.552	10.622	4.143	0	24	0-No Error	No comment
88	1772-066-263_H04	292	159	1121.552	1234.025	509.694	704	3080	242	209	1121.552	966.071	57.651	719	1086	1121.552	10.750	4.318	0	27	242	209	1121.552	10.135	4.276	0	22	0-No Error	No comment
89	1772-066-263_H05	260	162	1121.552	1505.937	882.398	738	3882	210	212	1121.552	978.497	20.867	921	1035	1121.552	10.426	4.126	0	22	210	212	1121.552	10.221	4.276	0	25	0-No Error	No comment
90	1772-066-263_H06	288	168	1121.552	1377.081	737.456	717	3748	238	218	1121.552	973.304	57.659	720	1122	1121.552	10.092	4.218	0	23	238	218	1121.552	10.186	4.081	0	24	0-No Error	No comment
91	1772-066-263_H07	269	159	1121.552	3397.135	812.590	1395	3882	219	209	1121.552	989.742	21.469	926	1055	1121.552	11.060	4.450	0	26	219	209	1121.552	10.219	4.233	0	24	0-No Error	No comment
92	1772-066-263_H08	300	158	1121.552	2843.578	1153.086	972	3882	250	208	1121.552	935.475	51.904	705	1056	1121.552	27.860	39.356	0	272	250	208	1121.552	9.309	4.141	0	24	0-No Error	No comment
93	1772-066-263_H09	268	155	1121.552	2591.451	1184.638	964	3882	218	205	1121.552	885.348	20.379	811	943	1121.552	13.605	6.146	0	36	218	205	1121.552	9.080	4.298	0	23	4-MultipleCells	2
94	1772-066-263_H10	266	159	1121.552	1007.128	286.678	667	2109	216	209	1121.552	882.218	21.589	797	946	1121.552	9.117	4.091	0	22	216	209	1121.552	8.964	4.056	0	21	4-MultipleCells	2
95	1772-066-263_H11	297	149	1121.552	1098.446	370.161	657	2492	247	199	1121.552	877.423	54.188	657	987	1121.552	9.412	4.402	0	24	247	199	1121.552	9.071	4.076	0	23	0-No Error	No comment
96	1772-066-263_H12	264	166	1121.552	1209.559	475.295	740	2971	214	216	1121.552	1002.869	21.374	935	1073	1121.552	10.545	4.324	0	24	214	216	1121.552	9.966	4.097	0	21	0-No Error	No comment
